event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
SLV1427,2018-01-17,2018,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"Diario Co Latino",National,"On 17 January 2018, in San Salvador, various social organizations (including CONPHAS) protested in front of the Legislative Assembly against a potential vote on the Water Privatization Law.",0,"crowd size=no report",1607554483,,,,
SLV1429,2018-01-17,2018,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"MS-13: Mara Salvatrucha",,3,33,,222,"Central America","El Salvador","San Salvador",Soyapango,,Soyapango,13.7102,-89.1399,1,"FGR (El Salvador)",Other,"On 17 January 2018, in Soyapango, San Salvador, a member of the gang Mara Salvatrucha was killed with a gunshot in colonia Guadalupe. There is no information about the perpetrator. 1 fatality.",1,,1607554520,,,,
SLV1430,2018-01-17,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)","Women (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador",Sonsonate,Izalco,,Izalco,13.7447,-89.6731,1,"La Prensa Grafica",National,"On 17 January 2018, in Izalco, Sonsonate, gang members killed a 37 year old woman. No more details were provided by the source.",1,,1607554532,,,,
SLV1423,2018-01-17,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)","Farmers (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador",Morazan,Chilanga,,Chilanga,13.7167,-88.1167,1,"La Prensa Grafica",National,"On 17 January 2018, In Chilanga, Morazan, several men pretending to be policemen, broke in a house and killed a man and his son. More people were in the house, but the perpetrators were looking for the two men. The victims were peasants. The perpetrators used M16 assault rifles in the crime.",2,,1607554533,,,,
SLV1424,2018-01-17,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador",Morazan,Corinto,,Corinto,13.8108,-87.9714,1,"La Prensa Grafica",National,"On 17 January 2018, In Corinto, Morazan, several armed men took a man and his son in law out of their home, pretending it was part of a police operation. Minutes later the neighbours heard shots. The bodies of the victims were found some meters away from their house with injuries caused by AK-47 and M16 assault rifles.",2,,1607554533,,,,
SLV1425,2018-01-17,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","San Miguel",Chirilagua,,Chirilagua,13.2203,-88.1386,1,"La Prensa Grafica",National,"On 17 January 2018, In Chirilagua, San Miguel, five unidentified armed men arrived to a house and, pretending to be part of a police operation, proceeded to kill the couple that lived there.",2,,1607554535,,,,
SLV1422,2018-01-17,2018,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Indigenous Group (El Salvador)",6,,,0,60,,222,"Central America","El Salvador",Ahuachapan,"Concepcion de Ataco",,"Concepcion de Ataco",13.8711,-89.8512,1,"Diario Co Latino",National,"On 17 January 2018, in Concepcion de Ataco, Ahuachapan, a group of indigenous communities from the 'Resistance' began a peaceful pilgrimage across the west of El Salvador. They claim respect and the right to exist as they are, they claim their right to education, and the recognition of history.",0,"crowd size=no report",1646432985,,,,
SLV3911,2018-01-17,2018,1,"Political violence","Violence against civilians",Attack,"B-18: Barrio-18",,3,"Civilians (El Salvador)","Women (El Salvador); Labor Group (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador",Sonsonate,Izalco,,"Piedras Pachas",13.7378,-89.6135,1,"Attorney General's Office of El Salvador",Other,"On 17 January 2018, in Piedras Pachas, Sonsonate, two members of Barrio 18 shot and killed a local merchant after she refused to pay extortion. The attackers arrived in her store and knocked at her door. When she finally opened the door, they shot her dead. No more detail is provided by the source. 1 fatality.",1,,1676318763,,,,
SLV1431,2018-01-18,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Unidentified Gang (El Salvador)",,3,33,,222,"Central America","El Salvador","Santa Ana","Santa Ana",,"Santa Ana",13.9942,-89.5597,2,"La Prensa Grafica",National,"On 18 January 2018, in the road that connects Santa Ana and Candelaria de la Frontera the body of a gang member was found by the police. According to the authorities a disagreement inside a gang was the cause of the homicide.",1,,1607554533,,,,
SLV1432,2018-01-19,2018,2,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","La Libertad","San Jose Villanueva",,"San Jose Villanueva",13.5781,-89.2653,2,"Diario 1",National,"Around 19 January 2018 (as reported), in San Jose Villanueva municipality, La Libertad, a man was killed and his body was found dismembered in canton San Paulino. The reason is unknown. 1 fatality.",1,,1607554482,,,,
SLV1434,2018-01-19,2018,1,"Political violence","Violence against civilians",Attack,"B-18 (S): Barrio-18 (Surenos)",,3,"Civilians (El Salvador)","Women (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","La Union","La Union",,"La Union",13.3369,-87.8439,1,"Diario 1",National,"On 19 January 2018, in La Union, La Union, two members of B-18 (Surenos) tried to kill a woman and then escaped. The reason for the attacks is unknown. Minutes later police officers arrested them. No fatalities reported.",0,,1607554483,,,,
SLV1436,2018-01-19,2018,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"MS-13: Mara Salvatrucha",,3,33,,222,"Central America","El Salvador",Sonsonate,Juayua,,"Canton Los Canales",13.8311,-89.7332,1,"FGR (El Salvador)",Other,"On 19 January 2018, in canton Los Canales, Sonsonate, a member of the gang Mara Salvatrucha was killed while sleeping in his house. There is no information about the perpetrators. 1 fatality.",1,,1607554520,,,,
SLV1435,2018-01-19,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador",Mejicanos,,Mejicanos,13.7332,-89.2171,1,"La Prensa Grafica",National,"On 19 January 2018, in downtown Mejicanos, San Salvador, a 15 year old was killed by two men who shot him after getting off of a bus. The boy, according to his workmates, was frequently bullied by gang members.",1,,1607554533,,,,
SLV1433,2018-01-19,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2009-2019)","Military Forces of El Salvador (2009-2019)",1,13,,222,"Central America","El Salvador","La Union",Conchagua,,Conchagua,13.3078,-87.8647,2,"La Prensa Grafica",National,"On 19 January 2018, in La Criba, Conchagua, La Union, Police and military forces of El Salvador, in a joint operation, clashed with a gang. During the clash a gang member was killed. A hiding place was found and two pistols and an AK-47 assault rifle were seizured. 1 fatality.",1,,1607554534,,,,
SLV1438,2018-01-20,2018,1,"Political violence",Battles,"Armed clash","MS-13: Mara Salvatrucha",,3,"Military Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","Santa Ana","Santa Ana",,"Colonia Lobato",14.0240,-89.5477,1,"FGR (El Salvador)",Other,"On 20 January 2018, in Lobato, Santa Ana, a member of the gang Mara Salvatrucha was killed in an armed clash with military forces, a grenade was found. 1 fatality.",1,,1607554520,,,,
SLV1437,2018-01-20,2018,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"Unidentified Gang (El Salvador)",,3,33,,222,"Central America","El Salvador",Morazan,Chilanga,,Chilanga,13.7167,-88.1167,2,"La Prensa Grafica",National,"On 20 January 2018, in rural area of Chilanga, Morazan, two young unidentified men were killed. The police thinks they could be gang members hiding, and that armed men that operate in the area probably killed them.",2,,1607554532,,,,
SLV1439,2018-01-21,2018,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"Unidentified Gang (El Salvador)",,3,33,,222,"Central America","El Salvador",Morazan,Osicala,,Osicala,13.8000,-88.1500,1,"La Prensa Grafica",National,"On 21 January 2018, in Osicala, Morazan, a gang member was killed. He was recognized as a member of the gang that operates in the same area.",1,,1607554532,,,,
SLV1440,2018-01-22,2018,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Students (El Salvador); Teachers (El Salvador); Government of the United States (2017-2021)",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica",National,"On 22 January 2018, in San Salvador, a massive walk for peace and against corruption took place with the involvement of NGOs, universities and even the ambassador of the United States of America. 700-800 people marched and a follow-up protest is scheduled for next year.",0,,1614039929,,,,
SLV1331,2018-01-22,2018,1,"Political violence","Violence against civilians","Sexual violence","Police Forces of El Salvador (2009-2019)","Military Forces of El Salvador (2009-2019)",1,"Civilians (El Salvador)","Women (El Salvador)",7,17,"Civilian targeting",222,"Central America","El Salvador",Cuscatlan,"San Jose Guayabal",,"San Jose Guayabal",13.8422,-89.0969,1,"La Prensa Grafica",National,"On 22 January 2018, in Don Romulo area, on the road to San Jose Guayabal (San Jose Guayabal, Cuscatlan), a minor girl was taken and sexually abused by a group of members from the police forces and soldiers from the military forces who accused her of being part of a gang and threatened with killing her unless she gave them drugs and weapons.",0,"women targeted: girls",1638981227,,,,
SLV1442,2018-01-23,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)","Taxi/Bus Drivers (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador",Aguilares,,Aguilares,13.9572,-89.1897,1,"Diario 1",National,"On 23 January 2018, in Aguilares, San Salvador, gang members killed a taxi driver in colonia Salinas 2. The reason is unknown. 1 fatality.",1,,1607554482,,,,
SLV1443,2018-01-23,2018,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"MS-13: Mara Salvatrucha",,3,33,,222,"Central America","El Salvador","San Salvador",Mejicanos,,Mejicanos,13.7332,-89.2171,2,"Diario 1",National,"On 23 January 2018, in near Mejicanos, San Salvador, a member of the gang Mara Salvatrucha was killed in a house in community San Jose. There is no information about the perpetrators but the zone is controlled by the gang B-18. 1 fatality.",1,,1607554482,,,,
SLV1445,2018-01-23,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador",Usulutan,Usulutan,,Usulutan,13.3500,-88.4500,1,"La Prensa Grafica",National,"On 23 January 2018, in Usulutan, armed men killed a man. Hours later the police forces arrested four men, including a minor, and accused them of the homicide. The perpetrators are also accused of being gang members.",1,,1607554534,,,,
SLV1444,2018-01-23,2018,1,"Political violence",Battles,"Armed clash","Police Forces of El Salvador (2009-2019)",,1,"Unidentified Gang (El Salvador)",,3,13,,222,"Central America","El Salvador","San Salvador","San Martin",,"San Martin",13.7386,-89.0549,1,"La Prensa Grafica",National,"On 23 January 2018, the police forces of El Salvador reported that during an armed clash in San Martin two gang members were killed. No more details were revealed by the source.",2,,1607554534,,,,
SLV1441,2018-01-23,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Unidentified Gang (El Salvador)",,3,33,,222,"Central America","El Salvador",Cuscatlan,"San Pedro Perulapan",,"San Pedro Perulapan",13.7661,-89.0365,2,"Diario 1",National,"On 23 January 2018, in San Pedro Perulapan municipality, Cuscatlan, unidentified men killed a gang member and his mother in canton La Loma. It is believed the killing is related to a purge between criminal groups. 2 fatalities.",2,,1615249505,,,,
SLV1446,2018-01-24,2018,1,"Political violence",Battles,"Armed clash","B-18 (R): Barrio-18 (Revolucionarios)",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","La Paz","El Rosario",,"El Rosario",13.4978,-89.0297,2,"La Prensa Grafica; FGR (El Salvador)",Other-National,"On 24 January 2018, in Rosario municipality, La Paz, a member of the gang B-18 Revolucionarios was killed in an armed clash with the police forces in colonia La Providencia #2, canton El Pedregal. 1 fatality.",1,,1607554459,,,,
SLV1451,2018-01-25,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","San Salvador",Soyapango,,Soyapango,13.7102,-89.1399,1,"La Prensa Grafica",National,"On 25 January 2018, in Soyapango, San Salvador, a policeman was attacked by an unidentified man while being in an investigation task. The agent was injured in a leg but is in a stable condition at a hospital. Members of a gang are suspected to be the perpetrators.",0,,1607554534,,,,
